Word,Language
uchitelj dolazi s uchitelj dolazi s uchitelj,Serbian
nadjena medj kostima nadjena medj kostima,Serbian
sad mogu sad mogu sad mogu sad mogu sad mogu,Serbian
potshi tshu potshi tshu potshi tshu potshi tshu,Serbian
podrumu isterati muve podrumu isterati muve,Serbian
foto borislav zdrinja foto borislav zdrinja foto,Serbian
pa lepo pa lepo pa lepo pa lepo pa lepo,Serbian
ove istine sada ove istine sada ove istine sada,Serbian
kazhete prijatelju kazhete prijatelju kazhete,Serbian
poznijim vremenima poznijim vremenima poznijim,Serbian
ko si  ko si  ko si  ko si  ko si,Serbian
razlichnikh spomenika razlichnikh spomenika,Serbian
za riljanje za riljanje za riljanje za riljanje,Serbian
imam razgovor imam razgovor imam razgovor imam,Serbian
kazhu rod smo kazhu rod smo kazhu rod smo kazhu,Serbian
tu spadaju tu spadaju tu spadaju tu spadaju tu,Serbian
travom i naselishe travom i naselishe travom i,Serbian
koshtanikh igala koshtanikh igala koshtanikh,Serbian
stari radzha osta stari radzha osta stari radzha,Serbian
nada dotrchi s nada dotrchi s nada dotrchi s,Serbian
verande shto se verande shto se verande shto se,Serbian
priberite se priberite se priberite se priberite,Serbian
grobljishta iz grobljishta iz grobljishta iz,Serbian
a da ti a da ti a da ti a da ti a da ti,Serbian
jelkitsa utrchi sva jelkitsa utrchi sva jelkitsa,Serbian
najvishe na mastodone najvishe na mastodone,Serbian
najzad dobro ste najzad dobro ste najzad dobro,Serbian
i ovde i ovde i ovde i ovde i ovde,Serbian
pritisnute na usnama pritisnute na usnama,Serbian
dvoje svadjaju i dvoje svadjaju i dvoje svadjaju,Serbian
oko ovikh oko ovikh oko ovikh oko ovikh oko,Serbian
retko su retko su retko su retko su retko su,Serbian
kletvenu rech da kletvenu rech da kletvenu rech,Serbian
da posluzhe zgushnjavanju da posluzhe,Serbian
zbog njega mi zbog njega mi zbog njega mi zbog,Serbian
polozhi je na polozhi je na polozhi je na,Serbian
tartif i tartif i tartif i tartif i tartif i,Serbian
podizati i u podizati i u podizati i u podizati,Serbian
mnozhini njikhovikh tragova mnozhini njikhovikh,Serbian
njegov dushek napravljen njegov dushek,Serbian
najprimitivnijem najprimitivnijem,Serbian
aktsije i nagrade aktsije i nagrade aktsije i,Serbian
pokrivenikh bambusovom trskom pokrivenikh,Serbian
granitse jer granitse jer granitse jer granitse,Serbian
istoga vrlo razishli istoga vrlo razishli istoga,Serbian
a ovamo a ovamo a ovamo a ovamo a ovamo,Serbian
noge tshu noge tshu noge tshu noge tshu noge,Serbian
stvari ali shta stvari ali shta stvari ali shta,Serbian
drukchije polozhene jer drukchije polozhene jer,Serbian
po tichjim po tichjim po tichjim po tichjim po,Serbian
moglo je biti moglo je biti moglo je biti moglo,Serbian
milovan dj milovan dj milovan dj milovan dj,Serbian
jelkitsa malo je jelkitsa malo je jelkitsa malo,Serbian
stano jesi stano jesi stano jesi stano jesi,Serbian
shvajtsarskim sojenitsama bilo shvajtsarskim,Serbian
prva stanishta iz prva stanishta iz prva,Serbian
dochepa vrata tigrova dochepa vrata tigrova,Serbian
pristup vremena pre pristup vremena pre pristup,Serbian
ali lezhishte ali lezhishte ali lezhishte ali,Serbian
treba znam treba znam treba znam treba znam,Serbian
umreti on je umreti on je umreti on je umreti on,Serbian
verovatno je da verovatno je da verovatno je da,Serbian
zaoshtreni kremen na zaoshtreni kremen na,Serbian
sekirom nego i sekirom nego i sekirom nego i,Serbian
trazhi me  trazhi me  trazhi me  trazhi me,Serbian
kako nemam chime kako nemam chime kako nemam,Serbian
kada je domatshe kada je domatshe kada je,Serbian
jelisaveta drama jelisaveta drama jelisaveta,Serbian
kutsha u kojoj kutsha u kojoj kutsha u kojoj,Serbian
danas imamo danas imamo danas imamo danas imamo,Serbian
u petshinama se u petshinama se u petshinama se,Serbian
povrshini zemlje oko povrshini zemlje oko,Serbian
gdja tomitshka tomi gdja tomitshka tomi gdja,Serbian
vishe ima znakova vishe ima znakova vishe ima,Serbian
sasvim uzmi sasvim uzmi sasvim uzmi sasvim uzmi,Serbian
neki nalastsi tvrde neki nalastsi tvrde neki,Serbian
razgovorom dok se razgovorom dok se razgovorom,Serbian
prvo su prvo su prvo su prvo su prvo su,Serbian
kultura jednoga kultura jednoga kultura jednoga,Serbian
jezerski stanovnitsi jezerski stanovnitsi,Serbian
taj sretni chas taj sretni chas taj sretni chas,Serbian
zubra ili zubra ili zubra ili zubra ili zubra,Serbian
za pet za pet za pet za pet za pet,Serbian
ostaje nam da ostaje nam da ostaje nam da ostaje,Serbian
dana dopade glasnik dana dopade glasnik dana,Serbian
ana ulazi ana ulazi ana ulazi ana ulazi ana,Serbian
interesni komaditshi od interesni komaditshi od,Serbian
duguje zakhvalnost za duguje zakhvalnost za,Serbian
vrljichke petshine kod vrljichke petshine kod,Serbian
knjizhevne zadruge knjizhevne zadruge knjizhevne,Serbian
dwellings krshne tvrdjave dwellings krshne,Serbian
ta znate ta znate ta znate ta znate ta znate,Serbian
ako je ako je ako je ako je ako je,Serbian
paleolitsko doba paleolitsko doba paleolitsko,Serbian
potpetshi je visoki potpetshi je visoki,Serbian
ali molim ali molim ali molim ali molim ali,Serbian
dok ne dok ne dok ne dok ne dok ne,Serbian
kvaterno se doba kvaterno se doba kvaterno se,Serbian
jelkitsa miluje ga jelkitsa miluje ga jelkitsa,Serbian
za napredak ljudskikh za napredak ljudskikh za,Serbian
naslovna naslovna naslovna naslovna naslovna,Serbian
se u jedno se u jedno se u jedno se u jedno se u,Serbian
u njima u njima u njima u njima u njima,Serbian
stokhendzh  stokhendzh  stokhendzh  stokhendzh,Serbian
kestenovikh drveta razlili kestenovikh drveta,Serbian
chekajte molim chekajte molim chekajte molim,Serbian
svastiku tvoga svastiku tvoga svastiku tvoga,Serbian
mustijerskim tipom mustijerskim tipom,Serbian
ali to ali to ali to ali to ali to,Serbian
sakhranjivao jer su sakhranjivao jer su,Serbian
oche za oche za oche za oche za oche za,Serbian
dalje od ognjishta dalje od ognjishta dalje od,Serbian
se obema rukama se obema rukama se obema rukama,Serbian
formisani a dotsnije formisani a dotsnije,Serbian
poljubi je poljubi je poljubi je poljubi je,Serbian
toma ukhvatio se toma ukhvatio se toma ukhvatio,Serbian
geoloshke periode ove geoloshke periode ove,Serbian
plovidbu i plovidbu i plovidbu i plovidbu i,Serbian
dolazio radkhi pa dolazio radkhi pa dolazio,Serbian
na jednoj na jednoj na jednoj na jednoj na,Serbian
ljubljanska naseobina ljubljanska naseobina,Serbian
ju shta ju shta ju shta ju shta ju shta,Serbian
stanovali na vodi stanovali na vodi stanovali na,Serbian
i koji i koji i koji i koji i koji,Serbian
oprosti brate oprosti brate oprosti brate,Serbian
chekash khajde tvojoj chekash khajde tvojoj,Serbian
ovatsa i goveda ovatsa i goveda ovatsa i goveda,Serbian
uchinila toliko radosti uchinila toliko radosti,Serbian
shto ga obuze shto ga obuze shto ga obuze shto,Serbian
nosachi predjashnji nosachi predjashnji nosachi,Serbian
obdelavati tkati i obdelavati tkati i obdelavati,Serbian
odlazi levo odlazi levo odlazi levo odlazi levo,Serbian
senka choveka nije senka choveka nije senka,Serbian
tako ni azija tako ni azija tako ni azija tako,Serbian
shvajtsarskikh jezeratsa shvajtsarskikh,Serbian
rasprostranjenje nego i rasprostranjenje nego i,Serbian
prostora vishe od prostora vishe od prostora,Serbian
strani a najbolje strani a najbolje strani a,Serbian
je tu josh je tu josh je tu josh je tu josh je,Serbian
sad mozhete sad mozhete sad mozhete sad mozhete,Serbian
ucesnici elite sledi ucesnici elite sledi,Serbian
uzela je uzela je uzela je uzela je uzela je,Serbian
imam jednu imam jednu imam jednu imam jednu imam,Serbian
bash i on bash i on bash i on bash i on bash i,Serbian
tsirishkom jezeru tsirishkom jezeru tsirishkom,Serbian
naslonjachu onu naslonjachu naslonjachu onu,Serbian
shto kod vetshine shto kod vetshine shto kod,Serbian
smotreni promatrachi smotreni promatrachi,Serbian
se lako kreshe se lako kreshe se lako kreshe se,Serbian
lovili lovili lovili lovili lovili,Serbian
ovlazheno svezhinom ovlazheno svezhinom,Serbian
od naroda koji od naroda koji od naroda koji od,Serbian
i novu i novu i novu i novu i novu,Serbian
kako pricha o kako pricha o kako pricha o kako,Serbian
ja joj ja joj ja joj ja joj ja joj,Serbian
megalitskikh spomenika ima megalitskikh,Serbian
rutsi da bi rutsi da bi rutsi da bi rutsi da bi,Serbian
engleskog dragomir m engleskog dragomir m,Serbian
ostve i vrlo ostve i vrlo ostve i vrlo ostve i,Serbian
u medjulednome u medjulednome u medjulednome u,Serbian
kutshi ni posvadjati kutshi ni posvadjati kutshi,Serbian
neolitsko neolitsko neolitsko neolitsko,Serbian
kakvo suvo drvo kakvo suvo drvo kakvo suvo drvo,Serbian
jelkitsa stidljivo jelkitsa stidljivo jelkitsa,Serbian
da boga da boga da boga da boga da boga,Serbian
prvi lovachki pribor prvi lovachki pribor prvi,Serbian
toma stao duboko toma stao duboko toma stao,Serbian
ne imadjakh  ne imadjakh  ne imadjakh  ne,Serbian
toplo i toplo i toplo i toplo i toplo i,Serbian
shta ima a shta ima a shta ima a shta ima a shta,Serbian
polazi levo polazi levo polazi levo polazi levo,Serbian
loviti mogli loviti mogli loviti mogli loviti,Serbian
kremenikh okresina kremenikh okresina kremenikh,Serbian
nu ljutome nu ljutome nu ljutome nu ljutome nu,Serbian
interesne su interesne su interesne su interesne,Serbian
potpuno ispunjene potpuno ispunjene potpuno,Serbian
medju njima je medju njima je medju njima je,Serbian
starost nije vishe starost nije vishe starost,Serbian
suvo bilo suvo bilo suvo bilo suvo bilo suvo,Serbian
rukama skrshtenim na rukama skrshtenim na rukama,Serbian
porechani su zhiveli porechani su zhiveli,Serbian
sve do sad sve do sad sve do sad sve do sad sve,Serbian
najzad tshemo najzad tshemo najzad tshemo najzad,Serbian
a gospodin a gospodin a gospodin a gospodin a,Serbian
zatvoreni zatvoreni zatvoreni zatvoreni,Serbian
raznikh rasa i raznikh rasa i raznikh rasa i,Serbian
stanovanje stanovanje stanovanje stanovanje,Serbian
ja vetsh ja vetsh ja vetsh ja vetsh ja vetsh,Serbian
ochevidno ochevidno ochevidno ochevidno,Serbian
je imati suda je imati suda je imati suda je,Serbian
marta khladno marta khladno marta khladno marta,Serbian
a shto a shto a shto a shto a shto,Serbian
kako u kako u kako u kako u kako u,Serbian
da znash da znash da znash da znash da znash,Serbian
kada je sluga kada je sluga kada je sluga kada,Serbian
njegovu krv te njegovu krv te njegovu krv te,Serbian
bitshesh moja  bitshesh moja  bitshesh moja,Serbian
obichaj svoje lubanje obichaj svoje lubanje,Serbian
duboke rane zadavati duboke rane zadavati duboke,Serbian
koshtani  koshtani  koshtani  koshtani,Serbian
dobra i zla dobra i zla dobra i zla dobra i zla,Serbian
znash i znash i znash i znash i znash i,Serbian
toma zgranut dizhe toma zgranut dizhe toma,Serbian
od preistoriskikh naseobina od preistoriskikh,Serbian
jelkitsa plache jelkitsa plache jelkitsa plache,Serbian
kojoj zhivi iznad kojoj zhivi iznad kojoj zhivi,Serbian
bio bolji onaj bio bolji onaj bio bolji onaj bio,Serbian
svoju vlastitu lazh svoju vlastitu lazh svoju,Serbian
kad se kad se kad se kad se kad se,Serbian
u ochi u ochi u ochi u ochi u ochi,Serbian
jankovitsh jankovitsh jankovitsh jankovitsh,Serbian
ovde u ovde u ovde u ovde u ovde u,Serbian
nije ovo moja nije ovo moja nije ovo moja nije,Serbian
drugom silom onako drugom silom onako drugom,Serbian
mijushkovitsh mijushkovitsh mijushkovitsh,Serbian
znadjashe sebi sagraditi znadjashe sebi,Serbian
udji kajo udji kajo udji kajo udji kajo udji,Serbian
damajanta privila nju damajanta privila nju,Serbian
skoplja vide se skoplja vide se skoplja vide se,Serbian
a jeste a jeste a jeste a jeste a jeste,Serbian
pod zemljom pod zemljom pod zemljom pod zemljom,Serbian
sve tako da sve tako da sve tako da sve tako da,Serbian
ode plachutshi ode plachutshi ode plachutshi ode,Serbian
ne mogu vishe ne mogu vishe ne mogu vishe ne,Serbian
divljachnome stanju ali divljachnome stanju ali,Serbian
lazha i lazha i lazha i lazha i lazha i,Serbian
chekaj da chekaj da chekaj da chekaj da chekaj,Serbian
sa ugodnijim sa ugodnijim sa ugodnijim sa,Serbian
sasvim kao devojka sasvim kao devojka sasvim kao,Serbian
rukotvorima karakteristichnim za rukotvorima,Serbian
trapanovane za zhivota trapanovane za zhivota,Serbian
uchitelj izvinjava se uchitelj izvinjava se,Serbian
oba roditelja zagrlishe oba roditelja zagrlishe,Serbian
izmedj danskikh primoratsa izmedj danskikh,Serbian
poche govoriti da poche govoriti da poche,Serbian
iz nato u iz nato u iz nato u iz nato u iz nato,Serbian
svet svashta svet svashta svet svashta svet,Serbian
ova teskoba ova teskoba ova teskoba ova teskoba,Serbian
shta ili shta ili shta ili shta ili shta ili,Serbian
eratichan kamen eratichan kamen eratichan kamen,Serbian
ja vam ja vam ja vam ja vam ja vam,Serbian
i poklonivshi se i poklonivshi se i poklonivshi,Serbian
dubu pod kojim dubu pod kojim dubu pod kojim,Serbian
chitave stanove chitave stanove chitave stanove,Serbian
pominji neka mi pominji neka mi pominji neka mi,Serbian
zbilja da  zbilja da  zbilja da  zbilja da,Serbian
odnosetshi sluzhavnik odnosetshi sluzhavnik,Serbian
slikarije  slikarije  slikarije  slikarije,Serbian
pomotshu shupljeg vretena pomotshu shupljeg,Serbian
ne razumem ne razumem ne razumem ne razumem ne,Serbian
prave  prave  prave  prave  prave,Serbian
ljubetshi je onako ljubetshi je onako ljubetshi,Serbian
makerodusa u mladjim makerodusa u mladjim,Serbian
skandal u rimu skandal u rimu skandal u rimu,Serbian
ni povlachenje rezolutsije ni povlachenje,Serbian
periodi kada su periodi kada su periodi kada su,Serbian
uzivo evrovizija  uzivo evrovizija  uzivo,Serbian
mnogim gradinama podizati mnogim gradinama,Serbian
pochinjali zemljane pochinjali zemljane,Serbian
uvideli uvideli uvideli uvideli uvideli,Serbian
oni ne  oni ne  oni ne  oni ne  oni ne,Serbian
litse sa nasmeshenim litse sa nasmeshenim litse,Serbian
odgovori radkha veselo odgovori radkha veselo,Serbian
prvi khrishtshani prvi khrishtshani prvi,Serbian
ne daleko ne daleko ne daleko ne daleko ne,Serbian
bilo da se bilo da se bilo da se bilo da se bilo,Serbian
a imalo a imalo a imalo a imalo a imalo,Serbian
ja vas ja vas ja vas ja vas ja vas,Serbian
na badnjidan na badnjidan na badnjidan na,Serbian
bugarska bugarska bugarska bugarska bugarska,Serbian
zadnje noge irvasove zadnje noge irvasove zadnje,Serbian
svi se svi se svi se svi se svi se,Serbian
izvornik izvornik izvornik izvornik izvornik,Serbian
da je u da je u da je u da je u da je u,Serbian
nenadovitshu nenadovitshu nenadovitshu,Serbian
prvobitna stanishta prvobitna stanishta,Serbian
prekidati u razgovoru prekidati u razgovoru,Serbian
trenutak ne beshe trenutak ne beshe trenutak ne,Serbian
udari u plach udari u plach udari u plach udari,Serbian
ushitsom bez ushitsom bez ushitsom bez ushitsom,Serbian
panjati sakhib panjati sakhib panjati sakhib,Serbian
koji klitsashe pozdrave koji klitsashe pozdrave,Serbian
ljubi je ljubi je ljubi je ljubi je ljubi je,Serbian
svaka kumbakonska svaka kumbakonska svaka,Serbian
kako ta kako ta kako ta kako ta kako ta,Serbian
tako nam tako nam tako nam tako nam tako nam,Serbian
tim raznim mestima tim raznim mestima tim raznim,Serbian
nekoliko nedelja posle nekoliko nedelja posle,Serbian
jezerskim sojishtima jezerskim sojishtima,Serbian
jazavatsa i medveda jazavatsa i medveda,Serbian
naseobine naseobine naseobine naseobine,Serbian
po ornitsama kod po ornitsama kod po ornitsama,Serbian
telo svoje da telo svoje da telo svoje da telo,Serbian
najvishe je najvishe je najvishe je najvishe je,Serbian
tako je s tako je s tako je s tako je s tako je,Serbian
sima opet tikho sima opet tikho sima opet tikho,Serbian
e josh e josh e josh e josh e josh,Serbian
rechnik i predgovor rechnik i predgovor rechnik,Serbian
raznolike ljudske raznolike ljudske raznolike,Serbian
chistog srtsa chistog srtsa chistog srtsa,Serbian
ikh ustavi i ikh ustavi i ikh ustavi i ikh,Serbian
gdja zhivanovitshka sluzhetshi gdja,Serbian
kremenim strelitsama po kremenim strelitsama po,Serbian
zidove svojikh odaja zidove svojikh odaja zidove,Serbian
druga pevanija druga pevanija druga pevanija,Serbian
dobrichine zakletva adamsko dobrichine zakletva,Serbian
ta vetsh ta vetsh ta vetsh ta vetsh ta vetsh,Serbian
netshesh je netshesh je netshesh je netshesh je,Serbian
kazatshu mu kazatshu mu kazatshu mu kazatshu mu,Serbian
doznade da se doznade da se doznade da se,Serbian
ne obazirutshi se ne obazirutshi se ne,Serbian
veliki oklopnik glyptodon veliki oklopnik,Serbian
kojima ljudi mogakhu kojima ljudi mogakhu kojima,Serbian
odlomtsi iz odlomtsi iz odlomtsi iz odlomtsi iz,Serbian
stana za se stana za se stana za se stana za se,Serbian
ogledaju kumbakonske lepotitse ogledaju,Serbian
stojkovitsh stojkovitsh stojkovitsh stojkovitsh,Serbian
danashnjikh naroda danashnjikh naroda,Serbian
bronze a taj bronze a taj bronze a taj bronze a,Serbian
zaista kvaterne starosti zaista kvaterne,Serbian
je godina svaki je godina svaki je godina svaki,Serbian
kost fr kost fr kost fr kost fr kost fr,Serbian
chesto je chesto je chesto je chesto je chesto,Serbian
evrope a postojbina evrope a postojbina evrope a,Serbian
u ovakovoj petshini u ovakovoj petshini u,Serbian
njegovi proizvodi vretena njegovi proizvodi,Serbian
kromlesi i druge kromlesi i druge kromlesi i,Serbian
lasno mogli ponishtiti lasno mogli ponishtiti,Serbian
prelomljenoga prelomljenoga prelomljenoga,Serbian
predelima a predelima a predelima a predelima a,Serbian
khajde da khajde da khajde da khajde da khajde,Serbian
ovaj mamo ovaj mamo ovaj mamo ovaj mamo ovaj,Serbian
istine koja jeste istine koja jeste istine koja,Serbian
morala sam morala sam morala sam morala sam,Serbian
treba da se treba da se treba da se treba da se,Serbian
lovine i ostatsima lovine i ostatsima lovine i,Serbian
bi se na bi se na bi se na bi se na bi se na,Serbian
podsjetnik na vaznost podsjetnik na vaznost,Serbian
mrtvi su mrtvi su mrtvi su mrtvi su mrtvi su,Serbian
gradiva pojedinikh preistoriskikh gradiva,Serbian
kremen  kremen  kremen  kremen  kremen,Serbian
dabome te dabome te dabome te dabome te dabome,Serbian
kazhu da je kazhu da je kazhu da je kazhu da je,Serbian
mali nazadak ovoga mali nazadak ovoga mali,Serbian
sredini tertsijara sredini tertsijara sredini,Serbian
popovitsha knjiga popovitsha knjiga popovitsha,Serbian
najvishim arkheoloshkim slojevima najvishim,Serbian
njegovikh podanika ne njegovikh podanika ne,Serbian
veliki prijatelj pa veliki prijatelj pa veliki,Serbian
taj slavni prints taj slavni prints taj slavni,Serbian
ali zar ali zar ali zar ali zar ali zar,Serbian
omeraga omeraga omeraga omeraga omeraga,Serbian
isti svet isterao isti svet isterao isti svet,Serbian
pusti me  pusti me  pusti me  pusti me  pusti,Serbian
su ta vremena su ta vremena su ta vremena su ta,Serbian
sramota me sramota me sramota me sramota me,Serbian
frantsuskoj otvarakhu se frantsuskoj otvarakhu,Serbian
od sad od sad od sad od sad od sad,Serbian
lovinu u petshine lovinu u petshine lovinu u,Serbian
najstariji ljudski najstariji ljudski najstariji,Serbian
stana iznenadjeno stana iznenadjeno stana,Serbian
i koja i koja i koja i koja i koja,Serbian
shkolski nadzornik shkolski nadzornik shkolski,Serbian
u frantsuskoj su u frantsuskoj su u frantsuskoj,Serbian
dizhe se dizhe se dizhe se dizhe se dizhe se,Serbian
sekire su sekire su sekire su sekire su sekire,Serbian
istina je nisam istina je nisam istina je nisam,Serbian
duzhi od trenutnoga duzhi od trenutnoga duzhi od,Serbian
vrlo kratkog vremena vrlo kratkog vremena vrlo,Serbian
tsilj je tsilj je tsilj je tsilj je tsilj je,Serbian
za tim za tim za tim za tim za tim,Serbian
trepavitse shto su trepavitse shto su trepavitse,Serbian
ja sam  ja sam  ja sam  ja sam  ja sam,Serbian
vulkanskog kamena koji vulkanskog kamena koji,Serbian
a oznachuju a oznachuju a oznachuju a oznachuju,Serbian
pa sad pa sad pa sad pa sad pa sad,Serbian
pokojnikova zhena pokojnikova zhena pokojnikova,Serbian
koje ne zhive koje ne zhive koje ne zhive koje,Serbian
lozhili vatru lozhili vatru lozhili vatru,Serbian
vedro nebo provejano vedro nebo provejano vedro,Serbian
sumnjalo sumnjalo sumnjalo sumnjalo sumnjalo,Serbian
mi je zhao mi je zhao mi je zhao mi je zhao mi,Serbian
bonus video dva bonus video dva bonus video dva,Serbian
spomen plocha u spomen plocha u spomen plocha u,Serbian
ga narochito moli ga narochito moli ga narochito,Serbian
ono ne ono ne ono ne ono ne ono ne,Serbian
nije valjada nije valjada nije valjada nije,Serbian
u shumski gustish u shumski gustish u shumski,Serbian
istsepane oglodane istsepane oglodane istsepane,Serbian
pepelom i drugim pepelom i drugim pepelom i,Serbian
posle se za posle se za posle se za posle se za,Serbian
po biljkama po biljkama po biljkama po biljkama,Serbian
mishustin je na mishustin je na mishustin je na,Serbian
s leve s leve s leve s leve s leve,Serbian
tsilj upotrebljavali tsilj upotrebljavali tsilj,Serbian
ispunjavale sve dolje ispunjavale sve dolje,Serbian
preistoriskim vremenima toliko preistoriskim,Serbian
zhiveli u grchkoj zhiveli u grchkoj zhiveli u,Serbian
ama ljudi  ama ljudi  ama ljudi  ama ljudi  ama,Serbian
kostura koji kostura koji kostura koji kostura,Serbian
mnogobrojna mnogobrojna mnogobrojna mnogobrojna,Serbian
prvobitni prvobitni prvobitni prvobitni,Serbian
panjati ostade sam panjati ostade sam panjati,Serbian
ovrshak za koplje ovrshak za koplje ovrshak za,Serbian
zhiveli je li zhiveli je li zhiveli je li,Serbian
ogradjeni od sveta ogradjeni od sveta ogradjeni,Serbian
oba ta oba ta oba ta oba ta oba ta,Serbian
smo reshili da smo reshili da smo reshili da smo,Serbian
vadi pisamtse iz vadi pisamtse iz vadi pisamtse,Serbian
ovoga dokazalo da ovoga dokazalo da ovoga,Serbian
panjati  panjati  panjati  panjati  panjati,Serbian
izvadjeni su mnogobrojni izvadjeni su,Serbian
severnu nemachku od severnu nemachku od severnu,Serbian
i nema pa i nema pa i nema pa i nema pa i nema,Serbian
svetlikh ochiju i svetlikh ochiju i svetlikh,Serbian
vremena kvaterna toplota vremena kvaterna,Serbian
jezerskim muljem zasuta jezerskim muljem zasuta,Serbian
nagomilavali su se nagomilavali su se,Serbian
diravitsu vipushku petshinu diravitsu vipushku,Serbian
shuljtsi od debla shuljtsi od debla shuljtsi od,Serbian
namai dodje u namai dodje u namai dodje u namai,Serbian
otvoreni ili otvoreni ili otvoreni ili otvoreni,Serbian
posinkom i obasuo posinkom i obasuo posinkom i,Serbian
oslobodi ruke koje oslobodi ruke koje oslobodi,Serbian
rechnim strujama ochuvati rechnim strujama,Serbian
mozhemo retshi i mozhemo retshi i mozhemo retshi,Serbian
nada i jelkitsa nada i jelkitsa nada i jelkitsa,Serbian
negda pod zemljom negda pod zemljom negda pod,Serbian
istochnjachki roman istochnjachki roman,Serbian
bitshesh na  bitshesh na  bitshesh na  bitshesh,Serbian
kakvi su kakvi su kakvi su kakvi su kakvi su,Serbian
sinanpasha sijerchitsh sinanpasha sijerchitsh,Serbian
zbog detse zbog detse zbog detse zbog detse zbog,Serbian
za primer tshemo za primer tshemo za primer,Serbian
engleskoj frantsuskoj i engleskoj frantsuskoj i,Serbian
ova ruzha  ova ruzha  ova ruzha  ova ruzha  ova,Serbian
duguljaste su duguljaste su duguljaste su,Serbian
na chasovniku na chasovniku na chasovniku na,Serbian
propushtaju propushtaju propushtaju propushtaju,Serbian
predstavnitsi raznikh kulturnikh predstavnitsi,Serbian
jelkitsa okretshe se jelkitsa okretshe se,Serbian
sima krsti se sima krsti se sima krsti se sima,Serbian
od prutsha a od prutsha a od prutsha a od,Serbian
americhani susretali americhani susretali,Serbian
iv kolo  iv kolo  iv kolo  iv kolo  iv kolo,Serbian
one mnogobrojne redove one mnogobrojne redove,Serbian
ispod koga valja ispod koga valja ispod koga,Serbian
njezina groba ne njezina groba ne njezina groba,Serbian
treseta lezhe ostatsi treseta lezhe ostatsi,Serbian
mogli pojaviti mogli pojaviti mogli pojaviti,Serbian
zbunjen zbunjen zbunjen zbunjen zbunjen,Serbian
xii kolo  xii kolo  xii kolo  xii kolo  xii kolo,Serbian
chelu ovikh postavi chelu ovikh postavi chelu,Serbian
cheshkoj u shleskoj cheshkoj u shleskoj cheshkoj,Serbian
glavna karakteristika glavna karakteristika,Serbian
kontsi su kontsi su kontsi su kontsi su kontsi,Serbian
ovatsije za traditsiju ovatsije za traditsiju,Serbian
veshtinu graviranja i veshtinu graviranja i,Serbian
ljudi lov i ljudi lov i ljudi lov i ljudi lov i,Serbian
u pismu u pismu u pismu u pismu u pismu,Serbian
ne moj ne moj ne moj ne moj ne moj,Serbian
brigadira svrstanikh  brigadira svrstanikh,Serbian
su sa svojom su sa svojom su sa svojom su sa,Serbian
za rukom ispadalo za rukom ispadalo za rukom,Serbian
damajanti se damajanti se damajanti se damajanti,Serbian
u drugome veku u drugome veku u drugome veku u,Serbian
panjati izvadi ruzhu panjati izvadi ruzhu,Serbian
njena se njena se njena se njena se njena se,Serbian
radzha zamoli da radzha zamoli da radzha zamoli,Serbian
i posmatrao sa i posmatrao sa i posmatrao sa i,Serbian
razlichne po velichini razlichne po velichini,Serbian
nilski  nilski  nilski  nilski  nilski,Serbian
veliki broj pravoslavnikh veliki broj,Serbian
i neimarski i neimarski i neimarski i neimarski,Serbian
se obichaj trapanisanja se obichaj trapanisanja,Serbian
izgledate mi izgledate mi izgledate mi izgledate,Serbian
od zhivota beshe od zhivota beshe od zhivota,Serbian
khranili i otpatke khranili i otpatke khranili i,Serbian
pojilu sigurno nalaze pojilu sigurno nalaze,Serbian
pogled na svome pogled na svome pogled na svome,Serbian
desno od desno od desno od desno od desno od,Serbian
shtampu priredio i shtampu priredio i shtampu,Serbian
ochuvana je flora ochuvana je flora ochuvana je,Serbian
muchilo me muchilo me muchilo me muchilo me,Serbian
na dnu na dnu na dnu na dnu na dnu,Serbian
bekhu dugo i bekhu dugo i bekhu dugo i bekhu,Serbian
bilo sa bilo sa bilo sa bilo sa bilo sa,Serbian
pleterima kolibama pleterima kolibama pleterima,Serbian
kojima ikh je kojima ikh je kojima ikh je kojima,Serbian
ono shto ono shto ono shto ono shto ono shto,Serbian
je nanosima sakhranjena je nanosima sakhranjena,Serbian
kod gospodje kod gospodje kod gospodje kod,Serbian
poslushajte me a poslushajte me a poslushajte me,Serbian
kad ima rata kad ima rata kad ima rata kad ima,Serbian
nashao sam  nashao sam  nashao sam  nashao sam,Serbian
pletere blatom ozhbukaju pletere blatom,Serbian
ama danas ama danas ama danas ama danas ama,Serbian
atmosfera bila i atmosfera bila i atmosfera bila,Serbian
sakhib je sakhib je sakhib je sakhib je sakhib,Serbian
potinjacha  potinjacha  potinjacha  potinjacha,Serbian
bez istikh bez istikh bez istikh bez istikh bez,Serbian
isisala iz prstiju isisala iz prstiju isisala iz,Serbian
dryopithecus fontani dryopithecus fontani,Serbian
je chezhnja za je chezhnja za je chezhnja za je,Serbian
ja sam u ja sam u ja sam u ja sam u ja sam u,Serbian
pokretachi pokretachi pokretachi pokretachi,Serbian
ljudi se zgledashe ljudi se zgledashe ljudi se,Serbian
primortsi  primortsi  primortsi  primortsi,Serbian
malaksala od malaksala od malaksala od malaksala,Serbian
ono tako ono tako ono tako ono tako ono tako,Serbian
jest dolmeni jest dolmeni jest dolmeni jest,Serbian
gradine na gradine na gradine na gradine na,Serbian
ne sve  ne sve  ne sve  ne sve  ne sve,Serbian
nada za navek nada za navek nada za navek nada,Serbian
